loan_amt_outstanding,income,years_employed,fico_score
-1.5696826919776614,-1.3837826682572698,-0.34564650233022404,-1.2594162675220733
0.8649814323629509,0.02266765888371617,-0.34564650233022404,0.4080354266826302
-0.8020914332064429,-1.070337190621731,0.9339032346258486,-1.1108314630879907
-0.758198521855541,-1.3057040330124452,-0.34564650233022404,-0.4504545544920686
-0.43047592896375747,-0.047067099420992055,0.9339032346258486,-0.15328494562390366
0.17012853509734752,-0.17363367439329394,0.9339032346258486,-0.3679074409175783
0.9308960603314059,0.8144333971959061,0.9339032346258486,0.5566202311167127
-0.45282774714177026,-0.0812387127049615,0.29412836614781224,1.4646384804361057
-0.4468313433675857,-0.12835218309512572,0.29412836614781224,0.09435639509956716
-0.44616327412279916,-0.19570799071757305,0.9339032346258486,1.1839782942828387
0.21687981238525397,-0.8334055041196379,-1.6251962392862966,-0.4504545544920686
1.213036229662598,0.4673795387240688,-0.9854213708082604,0.2759600449634457
0.5147123617930561,-0.16168239720104374,-0.34564650233022404,0.6886956128358971
-0.33017433965351395,-0.08574402285838957,2.2134529715819213,0.8702992626997756
0.6933503980642617,1.6399655039984256,0.29412836614781224,-1.3089445356667675
1.707994113131729,1.0482147622963653,-1.6251962392862966,-0.4174357090622725
-0.33013123836596314,-0.42048385865054266,0.29412836614781224,-0.12026610019410754
-0.9092978710046469,-0.801346127899327,0.29412836614781224,-0.3844168636324764
0.3350416083017242,0.5293851717016715,-0.34564650233022404,0.7712427264103874
-0.09073334751862279,-0.44388903660787166,0.29412836614781224,0.7547333036954893
0.024652148981860713,-0.34061713275858974,-0.9854213708082604,0.20992235410385354
0.8928020335581637,0.9469681789227158,-0.9854213708082604,-0.3513980182026803
-1.2754290059942945,-0.14137178224666047,0.9339032346258486,1.5141667485807997
-0.3061612087928098,0.2198583849244345,0.9339032346258486,-1.9197931761179954
0.7234366701420468,0.1587430778340519,-1.6251962392862966,-0.021209563904719213
-0.7962625086396279,-0.7305859959256203,-0.9854213708082604,0.30897889039324183
-0.28491602261855903,-0.5138011792815024,0.29412836614781224,-0.07073783204941338
-0.5069556964745443,-0.683595026873979,-0.9854213708082604,-0.4174357090622725
-0.5848565073247537,0.6115057645255771,0.9339032346258486,0.42454484939752823
-0.7544739478169786,-0.7900522683631118,0.29412836614781224,0.2759600449634457
0.700601696459397,-0.12695372274050698,-0.9854213708082604,-1.0613031949432965
-0.7680531269076045,-0.13250977115010149,0.9339032346258486,-0.3018697500579861
0.553245347338029,0.8507822879598471,-0.34564650233022404,-1.160359731232685
-0.7291360260840009,-0.7528031645200378,0.29412836614781224,-0.7641335860751316
-0.5710591707901224,-0.7074377734653472,-0.9854213708082604,-2.5801700847139175
-0.9137529518242566,-0.7664081289250352,0.29412836614781224,0.20992235410385354
-0.6766194448180336,-1.1145506396967801,0.29412836614781224,0.7877521491252855
-2.143548746592481,-2.386450093919918,0.29412836614781224,1.3490725214318193
-1.5016199291426247,-0.028732997259053355,1.573678103103885,2.257090770751212
0.6517513841885492,-0.0978791248802268,-1.6251962392862966,-1.9528120215477915
-0.04169822905785177,-0.08088176132191628,-0.9854213708082604,-1.209887999377379
-0.7710139454754912,1.0889119172209436,-0.34564650233022404,0.3254883131081399
0.6961880751838112,0.3196421892163274,-0.9854213708082604,-0.6320582043559472
-0.025121419307165715,-0.3579604385500533,-0.34564650233022404,1.0519029125636543
1.8443941846160055,1.3961590737169127,-1.6251962392862966,-3.620263715752495
-0.5447604451892811,0.2886106078643968,0.29412836614781224,0.8372804172699796
1.9389999338618447,1.2238720948734814,-0.9854213708082604,1.1344500261381445
1.4255882035721157,1.4929599900023263,0.9339032346258486,0.2264317768187516
0.7386879091032524,0.18558593252822328,0.9339032346258486,2.3231284616108043
1.9355792319489769,0.9526802015890546,-0.34564650233022404,-0.86319012236452
-0.7138972387324883,-0.6129017578705256,0.9339032346258486,1.7618080893042707
-1.2882898086873922,-1.2007446747316683,0.29412836614781224,1.1509594488530426
-0.10540505813725838,-0.04922350366124623,-0.9854213708082604,1.1509594488530426
1.1381279654094136,0.7209641979068234,0.29412836614781224,-1.0613031949432965
-0.0302992355136257,0.2758935220318329,-0.34564650233022404,1.1839782942828387
0.09469532032426477,-0.5823793540955386,-0.9854213708082604,-0.6155487816410492
1.300694647368667,1.1821692713574632,0.9339032346258486,0.7547333036954893
-0.47113656924803143,-0.6373992156579692,-1.6251962392862966,0.672186190120999
-1.5507278078246627,-0.7047001086101988,0.9339032346258486,-0.05422840933451532
-0.2425514356021138,-0.3727905388817962,0.29412836614781224,0.09435639509956716
-0.057629163372127694,-0.22699212963190343,-0.34564650233022404,-0.7971524315049278
-0.41445971016869937,-1.0999844872617988,0.29412836614781224,-0.879699545079418
0.725957264264343,0.7288418581157652,-0.9854213708082604,-0.6155487816410492
-2.3868828032303364,-2.8736861990851317,-2.264971107764333,-2.9103585390118787
-0.9580856032886028,-1.3473579172638117,-0.9854213708082604,1.926902316453251
-0.056159337101719796,0.6457702160656722,0.29412836614781224,1.4481290577212076
-1.193710956969779,0.05015957279764356,0.29412836614781224,1.5306761712956978
-1.191926687312318,-0.8981530060303852,1.573678103103885,1.3490725214318193
1.9646317519027983,1.4803690702027228,-0.9854213708082604,-0.08724725476431143
-0.6595613492272477,-0.8839041859000906,-0.9854213708082604,-0.6650770497857433
1.388493952310482,0.45194034528448507,-1.6251962392862966,-0.9622466586539082
-0.552492165461437,-0.8032335992137685,-0.9854213708082604,1.00237464441896
0.06581751535763582,0.17190567138379442,-1.6251962392862966,0.8702992626997756
-0.9881495903896074,-0.8570232911051275,0.29412836614781224,-0.4504545544920686
0.22342000363858336,0.2991742239242405,2.2134529715819213,1.216997139712635
2.1608809974867733,1.8499801675537464,-0.9854213708082604,-0.879699545079418
-0.906411229329557,-1.1787774320703708,-0.9854213708082604,-0.7806430087900297
0.09699630970413968,-0.09061620623990986,0.9339032346258486,0.9033181081295718
-0.786650433622354,-0.6099115630750411,-1.6251962392862966,-0.86319012236452
-0.5384650752891484,-0.7472530156808906,-0.34564650233022404,-0.4174357090622725
1.8905482782300833,1.2670055689941748,-0.9854213708082604,-0.3018697500579861
-0.6977094502601798,0.025399472883692067,0.9339032346258486,1.233506562427533
-1.164521349650804,-0.7888408681349914,0.29412836614781224,0.0778469723846691
-0.7816053215751192,-1.2170415000824286,-0.34564650233022404,-1.209887999377379
-0.593975702445036,0.38707620996584474,-0.9854213708082604,-0.566020513496355
1.919885920245238,1.3829933694206515,0.9339032346258486,0.5731296538316107
-0.04441256031240777,-0.5280124062862077,-0.9854213708082604,-0.7641335860751316
-0.8626118175873517,0.015529364463022928,-0.9854213708082604,1.6627515530148822
-0.8079869356371218,-0.17277968407446606,0.29412836614781224,1.4316196350063095
-0.08968734392810278,-0.06435499535398038,-0.9854213708082604,-0.6485676270708453
-1.1726404914807458,-1.2591950096991174,0.29412836614781224,1.1839782942828387
-1.0425865749712127,-1.228832584375578,-0.34564650233022404,0.1934129313889555
-1.2579006623505853,-1.4422443669414573,0.29412836614781224,0.14388466324426133
0.0553258447284625,0.5719101809909037,-0.9854213708082604,-1.226397422092277
-0.5650130716886581,0.3043226224118322,0.9339032346258486,-1.5400764536753402
-0.5892066696930516,-0.4276206333555493,-1.6251962392862966,-1.226397422092277
-0.6893381544307889,-0.28772699603904395,0.29412836614781224,0.20992235410385354
2.374650234121684,0.7090407270921154,-0.34564650233022404,0.39152600396773213
